,,,,,,a,b
0.553082372,0.553082372,0.291287386,0.571115811,0.093242087,,0.412362006,71
0.553082372,0.553082372,0.439013715,0.571115811,0.093242087,,0.441907271,72
0.553082372,0.553082372,0.439013715,0.571115811,0.093242087,,0.441907271,73
0.553082372,0.566379634,0.439013715,0.573056742,0.093242087,,0.44495491,74
0.566379634,0.566379634,0.439013715,0.573056742,0.093242087,,0.447614362,75
0.566379634,0.566379634,0.518774398,0.573056742,0.093242087,,0.463566499,76
0.566379634,0.566379634,0.518774398,0.573056742,0.093242087,,0.463566499,77
0.566379634,0.571323105,0.518774398,0.573763159,0.093242087,,0.464696477,78
0.571323105,0.571323105,0.518774398,0.573763159,0.093242087,,0.465685171,79
0.571323105,0.571323105,0.518774398,0.573763159,0.093242087,,0.465685171,80
0.571323105,0.571323105,0.143627578,0.573763159,0.088199789,,0.389647347,81
0.571323105,0.145828847,0.143627578,0.145932702,0.088199789,,0.218982404,82
0.145828847,0.145828847,0.143627578,0.145932702,0.088199789,,0.133883553,83
0.145828847,0.145828847,0.143627578,0.145932702,0.088199789,,0.133883553,84
0.145828847,0.114829578,0.143627578,0.11489809,0.088199789,,0.121476776,85
0.145828847,0.114829578,0.113396413,0.11489809,0.088199789,,0.115430543,86
0.114829578,0.114829578,0.113396413,0.11489809,0.088199789,,0.10923069,87
0.114829578,0.097479938,0.113396413,0.0975125,0.088199789,,0.102283644,88
0.114829578,0.097479938,0.113396413,0.0975125,0.088199789,,0.102283644,89
0.114829578,0.097479938,0.113396413,0.0975125,0.088199789,,0.102283644,90
0.097479938,0.097479938,0.09680374,0.0975125,0.088199789,,0.095495181,91
0.097479938,0.089879536,0.09680374,0.0975125,0.088199789,,0.093975101,92
0.097479938,0.089879536,0.09680374,0.0975125,0.088199789,,0.093975101,93
0.097479938,0.089879536,0.09680374,0.0975125,0.088199789,,0.093975101,94
0.097479938,0.089879536,0.089607236,0.0975125,0.088199789,,0.0925358,95
0.097479938,0.086911002,0.089607236,0.0975125,0.088199789,,0.091942093,96
0.097479938,0.086911002,0.089607236,0.0975125,0.088199789,,0.091942093,97
0.097479938,0.086911002,0.089607236,0.0975125,0.088199789,,0.091942093,98
0.097479938,0.086911002,0.089607236,0.0975125,0.088199789,,0.091942093,99
0.097479938,0.086911002,0.089607236,0.0975125,0.088199789,,0.091942093,100
